Date,AAPL,AMZN,GOOG
2019-10-07,55.209388732910156,86.63300323486328,60.38399887084961
2019-10-08,54.56260299682617,85.27549743652344,59.45650100708008
2019-10-09,55.202091217041016,86.09950256347656,60.115501403808594
2019-10-10,55.94613265991211,86.01300048828125,60.43349838256836
2019-10-11,57.434200286865234,86.59600067138672,60.772499084472656
2019-10-14,57.351524353027344,86.82150268554688,60.856998443603516
2019-10-15,57.217796325683594,88.36900329589844,62.1505012512207
2019-10-16,56.98680877685547,88.87149810791016,62.18199920654297
2019-10-17,57.20806884765625,89.3740005493164,62.653499603271484
2019-10-18,57.482826232910156,87.87550354003906,62.27450180053711
2019-10-21,58.47972869873047,89.28299713134766,62.307498931884766
2019-10-22,58.346012115478516,88.2864990234375,62.13999938964844
2019-10-23,59.128944396972656,88.1084976196289,62.95650100708008
2019-10-24,59.226200103759766,89.03900146484375,63.04949951171875
2019-10-25,59.95566177368164,88.06649780273438,63.256500244140625
2019-10-28,60.55622863769531,88.85399627685547,64.5
2019-10-29,59.15569305419922,88.135498046875,63.13100051879883
2019-10-30,59.14839553833008,88.99949645996094,63.06449890136719
2019-10-31,60.48571014404297,88.83300018310547,63.00550079345703
2019-11-01,62.202354431152344,89.5719985961914,63.6870002746582
2019-11-04,62.61083984375,90.23300170898438,64.56849670410156
2019-11-05,62.5208740234375,90.08550262451172,64.60150146484375
2019-11-06,62.547611236572266,89.78849792480469,64.58999633789062
2019-11-07,63.269500732421875,89.41000366210938,65.44300079345703
2019-11-08,63.442665100097656,89.29399871826172,65.56849670410156
2019-11-11,63.945045471191406,88.5824966430664,64.95950317382812
2019-11-12,63.88650131225586,88.9000015258789,64.94000244140625
2019-11-13,64.49867248535156,87.65550231933594,64.9000015258789
2019-11-14,64.05233764648438,87.7300033569336,65.572998046875
2019-11-15,64.81324768066406,86.97450256347656,66.74349975585938
2019-11-18,65.14006042480469,87.62650299072266,66.03500366210938
2019-11-19,64.94248962402344,87.6395034790039,65.77300262451172
2019-11-20,64.18649291992188,87.27649688720703,65.15249633789062
2019-11-21,63.89871597290039,86.7354965209961,65.06749725341797
2019-11-22,63.84260940551758,87.28600311279297,64.76699829101562
2019-11-25,64.9620361328125,88.69200134277344,65.33450317382812
2019-11-26,64.45474243164062,89.84700012207031,65.67749786376953
2019-11-27,65.32051849365234,90.92549896240234,65.64949798583984
2019-11-29,65.17662811279297,90.04000091552734,65.24800109863281
2019-12-02,64.42304992675781,89.08000183105469,64.49600219726562
2019-12-03,63.27437210083008,88.49800109863281,64.76399993896484
2019-12-04,63.832847595214844,88.03450012207031,66.0270004272461
2019-12-05,64.76934814453125,87.02400207519531,66.40650177001953
2019-12-06,66.02044677734375,87.58000183105469,67.03099822998047
2019-12-09,65.09616088867188,87.47550201416016,67.1780014038086
2019-12-10,65.47660827636719,86.96050262451172,67.23300170898438
2019-12-11,66.03509521484375,87.43599700927734,67.2509994506836
2019-12-12,66.2033462524414,88.0165023803711,67.51349639892578
2019-12-13,67.10328674316406,88.0469970703125,67.3915023803711
2019-12-16,68.2519302368164,88.46050262451172,68.05850219726562
2019-12-17,68.3860855102539,89.53299713134766,67.75599670410156
2019-12-18,68.22267150878906,89.20149993896484,67.63099670410156
2019-12-19,68.29096221923828,89.61399841308594,67.802001953125
2019-12-20,68.14952850341797,89.32499694824219,67.47949981689453
2019-12-23,69.26160430908203,89.6500015258789,67.44200134277344
2019-12-24,69.32744598388672,89.46050262451172,67.1780014038086
2019-12-26,70.70293426513672,93.4384994506836,68.0199966430664
2019-12-27,70.67609405517578,93.48999786376953,67.59449768066406
2019-12-30,71.09555053710938,92.34449768066406,66.80699920654297
2019-12-31,71.61503601074219,92.39199829101562,66.85099792480469
